time,gFx,gFy,gFz,TgF
0.004394769,0.7069,-0.0741,0.7391,1.025
0.004635692,0.7043,-0.0702,0.7382,1.023
0.007932,0.7016,-0.0670,0.7315,1.016
0.013334769,0.7006,-0.0653,0.7230,1.009
0.018101462,0.6996,-0.0648,0.7166,1.004
0.030772846,0.6982,-0.0643,0.7164,1.002
0.031232231,0.6945,-0.0626,0.7184,1.001
0.033111923,0.6913,-0.0597,0.7247,1.003
0.043703615,0.6892,-0.0604,0.7286,1.005
0.044108,0.6892,-0.0572,0.7320,1.007
0.048178077,0.6864,-0.0538,0.7333,1.006
0.055739923,0.6840,-0.0548,0.7333,1.004
0.058474462,0.6847,-0.0523,0.7387,1.009
0.063556539,0.6850,-0.0504,0.7382,1.008
0.082784,0.6871,-0.0487,0.7313,1.005
0.083082154,0.6828,-0.0560,0.7191,0.993
0.083200615,0.6862,-0.0567,0.7210,0.997
0.083422077,0.6894,-0.0525,0.7273,1.004
0.088521154,0.6896,-0.0520,0.7322,1.007
0.093445231,0.6887,-0.0506,0.7413,1.013
0.099034385,0.6869,-0.0513,0.7513,1.019
0.109794385,0.6880,-0.0538,0.7589,1.026
0.110175308,0.6926,-0.0578,0.7633,1.032
0.113668615,0.6987,-0.0623,0.7723,1.043
0.118815,0.7033,-0.0655,0.7855,1.056
0.128731923,0.7065,-0.0648,0.7970,1.067
0.129382692,0.7106,-0.0611,0.7953,1.068
0.133899615,0.7150,-0.0592,0.7826,1.062
0.146534154,0.7187,-0.0594,0.7723,1.057
0.146984,0.7211,-0.0574,0.7716,1.058
0.149169846,0.7265,-0.0487,0.7721,1.061
0.189160231,0.7243,-0.0473,0.7706,1.059
0.189810154,0.7182,-0.0553,0.7674,1.053
0.190005846,0.7194,-0.0594,0.7548,1.044
0.190157154,0.7283,-0.0572,0.7322,1.034
0.190305846,0.7370,-0.0487,0.7064,1.022
0.190454692,0.7370,-0.0438,0.6805,1.004
0.190582154,0.7226,-0.0509,0.6504,0.974
0.190696846,0.7143,-0.0562,0.6206,0.948
0.194087692,0.7138,-0.0533,0.5991,0.933
0.199224,0.7113,-0.0480,0.5801,0.919
0.212864846,0.7143,-0.0418,0.5671,0.913
0.213223616,0.7280,-0.0303,0.5647,0.922
0.214468616,0.7390,-0.0145,0.5610,0.928
0.228762154,0.7388,0.0001,0.5652,0.930
0.229724846,0.7316,0.0057,0.5847,0.937
0.230568231,0.7187,0.0008,0.6062,0.940
0.235196308,0.7138,-0.0066,0.6173,0.944
0.246233539,0.7172,-0.0157,0.6238,0.951
0.246603616,0.7243,-0.0218,0.6294,0.960
0.249709462,0.7290,-0.0277,0.6313,0.965
0.300306154,0.7307,-0.0282,0.6343,0.968
0.301476846,0.7297,-0.0266,0.6380,0.970
0.301848231,0.7319,-0.0191,0.6443,0.975
0.302038462,0.7299,-0.0130,0.6556,0.981
0.302209846,0.7258,-0.0179,0.6683,0.987
0.302388308,0.7234,-0.0257,0.6819,0.994
0.302543077,0.7204,-0.0306,0.6968,1.003
0.302671692,0.7214,-0.0318,0.7028,1.008
0.302780846,0.7258,-0.0315,0.7049,1.012
0.302889462,0.7332,-0.0289,0.7019,1.015
0.304665462,0.7388,-0.0289,0.6939,1.014
0.310400923,0.7409,-0.0311,0.6825,1.008
0.315417154,0.7419,-0.0371,0.6683,0.999
0.320926385,0.7453,-0.0433,0.6567,0.994
0.325784231,0.7456,-0.0440,0.6467,0.988
0.330374154,0.7339,-0.0367,0.6473,0.979
0.339000923,0.7255,-0.0323,0.6463,0.972
0.340110154,0.7236,-0.0315,0.6465,0.971
0.345211616,0.7204,-0.0313,0.6504,0.971
0.352142462,0.7162,-0.0336,0.6539,0.970
0.355972308,0.7134,-0.0357,0.6553,0.969
0.360588923,0.7138,-0.0382,0.6570,0.971
0.365610385,0.7180,-0.0426,0.6629,0.978
0.387181462,0.7197,-0.0438,0.6758,0.988
0.387714077,0.7206,-0.0416,0.6903,0.999
0.387876616,0.7190,-0.0392,0.7022,1.006
0.388008308,0.7167,-0.0380,0.7135,1.012
0.390432231,0.7165,-0.0345,0.7249,1.020
0.395818692,0.7160,-0.0343,0.7322,1.025
0.403796539,0.7150,-0.0355,0.7389,1.029
0.405336539,0.7165,-0.0340,0.7422,1.032
0.411241231,0.7182,-0.0313,0.7413,1.033
0.416076616,0.7180,-0.0311,0.7394,1.031
0.421358462,0.7206,-0.0299,0.7420,1.035
0.425634462,0.7211,-0.0306,0.7379,1.032
0.431027692,0.7229,-0.0311,0.7306,1.028
0.436532923,0.7214,-0.0340,0.7168,1.018
0.440867,0.7194,-0.0333,0.7096,1.011
0.446123923,0.7180,-0.0247,0.7056,1.007
0.451231077,0.7162,-0.0152,0.6991,1.001
0.455862154,0.7106,-0.0105,0.6995,0.997
0.460867077,0.7020,-0.0073,0.7005,0.992
0.465922769,0.6962,-0.0133,0.7149,0.998
0.494827308,0.7026,-0.0189,0.7240,1.009
0.495221231,0.7109,-0.0208,0.7294,1.019
0.495359077,0.7167,-0.0235,0.7277,1.022
0.495478077,0.7194,-0.0245,0.7177,1.016
0.495602154,0.7185,-0.0245,0.6988,1.003
0.495891077,0.7138,-0.0271,0.6825,0.988
0.502266385,0.7146,-0.0364,0.6817,0.988
0.506407077,0.7253,-0.0476,0.6768,0.993
0.511724923,0.7593,-0.0741,0.6548,1.005
0.516412616,0.8159,-0.1251,0.6385,1.044
0.526312231,0.8364,-0.1498,0.6629,1.078
0.581131077,0.7944,-0.1242,0.7035,1.068
0.581945539,0.7226,-0.0727,0.7264,1.027
0.582173462,0.6642,-0.0145,0.7330,0.989
0.582353154,0.6533,0.0155,0.7371,0.985
0.582533154,0.7031,0.0094,0.7587,1.034
0.582702462,0.7888,-0.0255,0.7992,1.123
0.582901846,0.8641,-0.0557,0.7780,1.164
0.583082462,0.8878,-0.0631,0.6817,1.121
0.583260539,0.8634,-0.0533,0.6031,1.054
0.583417769,0.8231,-0.0343,0.5737,1.004
0.583569231,0.7920,-0.0179,0.5840,0.984
0.583740616,0.7888,-0.0179,0.6150,1.000
0.587705846,0.8042,-0.0313,0.6453,1.032
0.592240616,0.8059,-0.0485,0.6294,1.024
0.596797231,0.8017,-0.0582,0.5999,1.003
0.604146385,0.8077,-0.0597,0.5940,1.004
0.606662154,0.8152,-0.0567,0.6023,1.015
0.611698462,0.8201,-0.0499,0.5977,1.016
0.617378077,0.8266,-0.0420,0.5820,1.012
0.621736846,0.8299,-0.0355,0.5754,1.010
0.628036308,0.8291,-0.0301,0.5730,1.008
0.632441539,0.8220,-0.0287,0.5742,1.003
0.646324846,0.8203,-0.0352,0.5789,1.005
0.646731,0.8259,-0.0416,0.5803,1.010
0.646956,0.8340,-0.0450,0.5838,1.019
0.652309846,0.8445,-0.0448,0.5882,1.030
0.657298077,0.8520,-0.0443,0.5869,1.036
0.662564923,0.8599,-0.0467,0.5752,1.036
0.667385154,0.8692,-0.0482,0.5664,1.039
0.685285539,0.8743,-0.0489,0.5752,1.048
0.685859308,0.8814,-0.0487,0.5806,1.057
0.686060923,0.8916,-0.0455,0.5715,1.060
0.689075077,0.9032,-0.0455,0.5530,1.060
0.692925462,0.9144,-0.0464,0.5393,1.063
0.697996,0.9170,-0.0455,0.5314,1.061
0.703844231,0.9086,-0.0455,0.5227,1.049
0.714411923,0.8929,-0.0406,0.5053,1.027
0.715167923,0.8778,-0.0315,0.4860,1.004
0.719742692,0.8641,-0.0210,0.4667,0.982
0.729867385,0.8541,-0.0140,0.4450,0.963
0.730619616,0.8529,-0.0093,0.4186,0.950
0.733699,0.8574,-0.0040,0.3942,0.944
0.748412,0.8648,0.0038,0.3744,0.942
0.748812616,0.8631,0.0067,0.3424,0.929
0.748945846,0.8721,0.0096,0.3094,0.925
0.752928923,0.8873,0.0099,0.2779,0.930
0.797472231,0.8953,0.0079,0.2410,0.927
0.798983616,0.9012,0.0096,0.2014,0.924
0.799917846,0.9083,0.0071,0.1673,0.924
0.800528923,0.9100,-0.0028,0.1366,0.920
0.801175923,0.9134,-0.0159,0.1076,0.920
0.801999077,0.9244,-0.0262,0.0781,0.928
0.802551,0.9444,-0.0320,0.0511,0.946
0.802751385,0.9520,-0.0333,0.0162,0.953
0.802928846,0.9449,-0.0294,-0.0130,0.945
0.803192539,0.9456,-0.0252,-0.0198,0.946
0.807990077,0.9522,-0.0264,-0.0105,0.953
0.813424308,0.9586,-0.0271,-0.0020,0.959
0.821524308,0.9633,-0.0289,0.0099,0.964
0.823279077,0.9743,-0.0315,0.0348,0.975
0.832022769,0.9920,-0.0350,0.0770,0.996
0.833395077,1.0069,-0.0411,0.1110,1.014
0.838293846,1.0099,-0.0418,0.1196,1.018
0.843565769,1.0024,-0.0384,0.1084,1.009
0.849144231,0.9899,-0.0313,0.0898,0.994
0.853656308,0.9784,-0.0220,0.0744,0.981
0.858680308,0.9710,-0.0145,0.0585,0.973
0.863930154,0.9720,-0.0145,0.0404,0.973
0.871241769,0.9769,-0.0203,0.0250,0.977
0.875053539,0.9787,-0.0266,0.0136,0.979
0.879332231,0.9789,-0.0315,0.0033,0.979
0.884247,0.9857,-0.0323,-0.0015,0.986
0.905342692,0.9994,-0.0277,-0.0045,1.000
0.905908,0.9997,-0.0284,-0.0054,1.000
0.906067616,0.9806,-0.0404,-0.0049,0.981
0.906221154,0.9782,-0.0480,0.0099,0.979
0.908847616,0.9969,-0.0469,0.0264,0.998
0.914706462,1.0170,-0.0426,0.0311,1.018
0.919793462,1.0199,-0.0377,0.0269,1.021
0.924298462,1.0092,-0.0389,0.0128,1.010
0.930527692,1.0006,-0.0420,0.0023,1.001
0.941003923,0.9936,-0.0406,-0.0059,0.994
0.941707,0.9941,-0.0387,-0.0130,0.995
0.943809231,0.9923,-0.0364,-0.0164,0.993
0.949652846,0.9877,-0.0411,-0.0250,0.989
0.975881231,0.9899,-0.0464,-0.0315,0.991
0.976432616,0.9972,-0.0489,-0.0296,0.999
0.976599923,1.0087,-0.0494,-0.0228,1.010
0.976723923,1.0202,-0.0525,-0.0145,1.022
0.976952231,1.0216,-0.0531,-0.0142,1.023
0.980025154,1.0216,-0.0499,-0.0154,1.023
0.984954077,1.0260,-0.0440,-0.0135,1.027
0.989637462,1.0351,-0.0347,-0.0120,1.036
0.994538769,1.0283,-0.0377,-0.0259,1.029
1.000142154,1.0267,-0.0428,-0.0438,1.029
1.004487923,1.0290,-0.0396,-0.0582,1.031
1.009667923,1.0309,-0.0328,-0.0675,1.034
1.014807077,1.0280,-0.0247,-0.0774,1.031
1.020545231,1.0226,-0.0162,-0.0909,1.027
1.025255077,1.0178,-0.0108,-0.1039,1.023
1.029715692,1.0055,-0.0110,-0.1181,1.012
1.035530692,0.9931,-0.0115,-0.1303,1.002
1.041781846,0.9815,-0.0098,-0.1384,0.991
1.045172,0.9687,-0.0169,-0.1517,0.981
1.049843308,0.9449,-0.0320,-0.1662,0.960
1.060205154,0.9130,-0.0520,-0.1747,0.931
1.061237231,0.8804,-0.0665,-0.1722,0.900
1.067029462,0.8467,-0.0755,-0.1589,0.865
1.069914077,0.8189,-0.0819,-0.1373,0.834
1.096003385,0.7924,-0.0804,-0.1188,0.805
1.096579923,0.7788,-0.0704,-0.0934,0.788
1.096728923,0.7866,-0.0587,-0.0780,0.793
1.096849154,0.8054,-0.0482,-0.0721,0.810
1.096969846,0.8511,-0.0416,-0.0599,0.854
1.100531385,0.9324,-0.0389,-0.0487,0.935
1.105308616,1.0155,-0.0420,-0.0538,1.018
1.110217769,1.0781,-0.0494,-0.0616,1.081
1.115819692,1.1243,-0.0543,-0.0702,1.128
1.122667923,1.1592,-0.0474,-0.0844,1.163
1.125087923,1.1726,-0.0367,-0.1017,1.178
1.130221769,1.1731,-0.0457,-0.1239,1.180
1.137736923,1.1723,-0.0665,-0.1428,1.183
1.14222,1.1662,-0.0795,-0.1464,1.178
1.147030154,1.1460,-0.0814,-0.1371,1.157
1.151341462,1.1096,-0.0814,-0.1237,1.119
