time,gFx,gFy,gFz,TgF
0.001511923,0.7060,-0.1713,0.6362,0.966
0.008199693,0.7065,-0.1720,0.6487,0.974
0.008895385,0.7060,-0.1743,0.6614,0.983
0.013067923,0.7073,-0.1762,0.6753,0.994
0.018147616,0.7113,-0.1784,0.6881,1.006
0.024694693,0.7141,-0.1813,0.7010,1.017
0.02849377,0.7155,-0.1840,0.7133,1.027
0.033309846,0.7221,-0.1880,0.7171,1.035
0.040955077,0.7336,-0.1920,0.7168,1.043
0.044259923,0.7392,-0.1931,0.7186,1.049
0.048404923,0.7327,-0.1916,0.7181,1.044
0.055453154,0.7165,-0.1871,0.7161,1.030
0.058339616,0.6992,-0.1813,0.7115,1.014
0.06340977,0.6859,-0.1803,0.6981,0.995
0.068617462,0.6799,-0.1801,0.6842,0.981
0.073813846,0.6806,-0.1789,0.6768,0.976
0.078569846,0.6843,-0.1767,0.6753,0.978
0.083697231,0.6855,-0.1752,0.6746,0.978
0.091352231,0.6843,-0.1755,0.6702,0.974
0.094063308,0.6791,-0.1752,0.6639,0.966
0.098748846,0.6745,-0.1759,0.6563,0.957
0.103820539,0.6864,-0.1799,0.6514,0.963
0.108933539,0.7216,-0.1929,0.6421,0.985
0.113856308,0.7504,-0.2153,0.6040,0.987
0.118916923,0.7976,-0.2444,0.5463,0.997
0.123775693,0.8257,-0.2475,0.5085,1.001
0.12926277,0.7888,-0.2148,0.5217,0.970
0.134034154,0.7336,-0.1906,0.5498,0.936
0.139505462,0.6996,-0.1911,0.5798,0.929
0.143921154,0.6828,-0.2023,0.6084,0.937
0.149719308,0.6708,-0.2097,0.6476,0.956
0.155498385,0.6542,-0.2090,0.6868,0.971
0.159065231,0.6388,-0.2033,0.7230,0.986
0.164165231,0.6415,-0.2004,0.7636,1.017
0.169398154,0.6584,-0.2048,0.7953,1.053
0.174272923,0.6799,-0.2118,0.8151,1.082
0.179629539,0.7006,-0.2153,0.8249,1.103
0.184524,0.7143,-0.2162,0.8258,1.113
0.198068846,0.7197,-0.2143,0.8149,1.108
0.198795,0.7167,-0.2106,0.7934,1.090
0.199245154,0.7129,-0.2041,0.7697,1.069
0.204814462,0.7121,-0.1973,0.7467,1.051
0.20945377,0.7123,-0.1936,0.7230,1.033
0.214465154,0.7104,-0.1929,0.6981,1.014
0.220839693,0.7087,-0.1901,0.6834,1.003
0.228507385,0.7092,-0.1880,0.6773,0.999
0.229432539,0.7125,-0.1884,0.6712,0.997
0.234736923,0.7202,-0.1908,0.6651,0.999
0.239374154,0.7309,-0.1957,0.6600,1.004
0.244610077,0.7404,-0.1992,0.6534,1.007
0.249644616,0.7476,-0.2009,0.6495,1.010
0.255543693,0.7504,-0.2029,0.6497,1.013
0.259657539,0.7556,-0.2090,0.6536,1.021
0.264835693,0.7649,-0.2143,0.6523,1.028
0.270460539,0.7754,-0.2175,0.6411,1.029
0.274759077,0.7812,-0.2183,0.6250,1.024
0.279800846,0.7830,-0.2155,0.6069,1.014
0.285035,0.7835,-0.2162,0.5950,1.007
0.291795077,0.7823,-0.2229,0.5925,1.006
0.29552977,0.7835,-0.2270,0.5922,1.008
0.303827693,0.7868,-0.2248,0.5871,1.007
