time,gFx,gFy,gFz,TgF
0.0014,0.9739,-0.0046,0.2303,1.001
0.001846154,0.9716,-0.0014,0.2368,1.000
0.002112385,0.9700,0.0006,0.2430,1.000
0.002353308,0.9675,0.0021,0.2449,0.998
0.005586462,0.9685,0.0026,0.2440,0.999
0.006655077,0.9729,0.0023,0.2447,1.003
0.015032,0.9749,-0.0019,0.2452,1.005
0.015802539,0.9844,-0.0200,0.2437,1.014
0.016161308,0.9704,-0.0159,0.2376,0.999
0.016494846,0.9629,-0.0037,0.2312,0.990
0.026056385,0.9609,0.0023,0.2286,0.988
0.026630769,0.9614,0.0013,0.2354,0.990
0.026913,0.9653,0.0000,0.2437,0.996
0.037268923,0.9675,0.0026,0.2501,0.999
0.037746231,0.9629,0.0036,0.2513,0.995
0.038044385,0.9570,0.0053,0.2510,0.989
0.038352692,0.9536,0.0067,0.2479,0.985
0.038709,0.9516,0.0069,0.2459,0.983
0.039946539,0.9516,0.0067,0.2437,0.982
0.041673923,0.9553,0.0048,0.2447,0.986
0.046005539,0.9567,0.0053,0.2473,0.988
0.046582539,0.9595,0.0053,0.2479,0.991
0.049099154,0.9609,0.0055,0.2486,0.993
0.051525539,0.9599,0.0072,0.2522,0.993
0.054077923,0.9604,0.0072,0.2528,0.993
0.059530231,0.9599,0.0067,0.2505,0.992
0.060429923,0.9607,0.0075,0.2535,0.994
0.061920077,0.9616,0.0055,0.2535,0.994
0.065991077,0.9619,0.0050,0.2545,0.995
0.068744077,0.9632,0.0041,0.2535,0.996
0.069615769,0.9623,0.0043,0.2493,0.994
0.073988077,0.9641,0.0041,0.2440,0.994
0.074756077,0.9656,0.0050,0.2424,0.996
0.083281231,0.9665,0.0053,0.2408,0.996
0.084332077,0.9653,0.0062,0.2405,0.995
0.084710846,0.9646,0.0038,0.2440,0.995
0.085061308,0.9653,0.0060,0.2412,0.995
0.087601616,0.9636,0.0082,0.2417,0.993
0.089765616,0.9632,0.0121,0.2396,0.993
0.092348692,0.9626,0.0127,0.2400,0.992
0.094741539,0.9599,0.0134,0.2386,0.989
0.097897616,0.9585,0.0134,0.2398,0.988
0.099808,0.9560,0.0136,0.2410,0.986
0.101906231,0.9565,0.0134,0.2415,0.987
0.104379769,0.9565,0.0129,0.2405,0.986
0.115984077,0.9546,0.0109,0.2452,0.986
0.116845616,0.9406,0.0060,0.2654,0.977
0.117254462,0.9590,0.0104,0.2493,0.991
0.117611077,0.9668,0.0148,0.2312,0.994
0.117965539,0.9644,0.0180,0.2298,0.992
0.120188923,0.9609,0.0162,0.2330,0.989
0.123554231,0.9583,0.0165,0.2379,0.987
0.124749,0.9585,0.0141,0.2405,0.988
0.127220616,0.9570,0.0118,0.2415,0.987
0.136402846,0.9548,0.0106,0.2408,0.985
0.137219692,0.9536,0.0104,0.2412,0.984
0.137643769,0.9543,0.0116,0.2398,0.984
0.138015462,0.9553,0.0143,0.2403,0.985
0.140149231,0.9514,0.0160,0.2403,0.981
0.142767385,0.9529,0.0148,0.2423,0.983
0.144929308,0.9541,0.0127,0.2424,0.984
0.147686846,0.9541,0.0104,0.2459,0.985
0.149907692,0.9546,0.0097,0.2491,0.987
0.153280616,0.9555,0.0114,0.2503,0.988
0.154950462,0.9563,0.0099,0.2493,0.988
0.157554846,0.9548,0.0099,0.2449,0.986
0.161090231,0.9536,0.0106,0.2423,0.984
0.163560077,0.9551,0.0109,0.2408,0.985
0.165033231,0.9570,0.0111,0.2412,0.987
0.167667077,0.9576,0.0102,0.2449,0.988
0.169795385,0.9578,0.0090,0.2473,0.989
0.172524692,0.9585,0.0097,0.2501,0.991
0.174837923,0.9597,0.0090,0.2493,0.992
0.177311077,0.9611,0.0104,0.2503,0.993
0.179962231,0.9614,0.0092,0.2501,0.993
0.182357616,0.9634,0.0099,0.2515,0.996
0.185480616,0.9658,0.0094,0.2533,0.999
0.187308077,0.9675,0.0080,0.2540,1.000
0.189840308,0.9724,0.0062,0.2540,1.005
0.192285539,0.9753,0.0055,0.2528,1.008
0.195029,0.9770,0.0060,0.2510,1.009
0.204383385,0.9778,0.0067,0.2508,1.009
0.205497923,0.9778,0.0072,0.2489,1.009
0.205912077,0.9765,0.0080,0.2486,1.008
0.206267462,0.9776,0.0097,0.2489,1.009
0.217340923,0.9788,0.0102,0.2486,1.010
0.218131154,0.9793,0.0127,0.2486,1.010
0.218549923,0.9814,0.0139,0.2498,1.013
0.218908077,0.9841,0.0165,0.2477,1.015
0.219268077,0.9839,0.0173,0.2442,1.014
0.220162846,0.9839,0.0192,0.2405,1.013
0.223214231,0.9812,0.0183,0.2396,1.010
0.225647692,0.9785,0.0190,0.2396,1.008
0.228671692,0.9744,0.0207,0.2417,1.004
0.250854154,0.9709,0.0229,0.2437,1.001
0.251781923,0.9700,0.0216,0.2452,1.001
0.252179154,0.9663,0.0219,0.2428,0.997
0.252544692,0.9644,0.0221,0.2423,0.995
0.252894462,0.9616,0.0221,0.2398,0.991
0.253209,0.9607,0.0227,0.2364,0.990
0.253532308,0.9592,0.0219,0.2364,0.988
0.253925,0.9595,0.0197,0.2354,0.988
0.254272308,0.9578,0.0195,0.2384,0.987
0.254619462,0.9541,0.0190,0.2408,0.984
0.257114846,0.9536,0.0167,0.2400,0.983
0.258904923,0.9546,0.0162,0.2388,0.984
0.264389231,0.9541,0.0141,0.2352,0.983
0.265128923,0.9546,0.0092,0.2317,0.982
0.266846846,0.9565,0.0069,0.2288,0.984
0.268611462,0.9553,0.0029,0.2268,0.982
0.270665616,0.9565,0.0016,0.2266,0.983
0.274606539,0.9555,0.0016,0.2259,0.982
0.275525308,0.9548,0.0004,0.2266,0.981
0.278357231,0.9553,0.0001,0.2271,0.982
0.280809616,0.9555,0.0018,0.2291,0.983
0.283547077,0.9548,0.0013,0.2330,0.983
0.286046846,0.9531,0.0048,0.2352,0.982
0.289297231,0.9531,0.0060,0.2400,0.983
0.290879077,0.9543,0.0072,0.2412,0.984
