time,gFx,gFy,gFz,TgF
0.002093462,0.9189,0.0544,0.3488,0.984
0.002879,0.9131,0.0551,0.3500,0.979
0.003362462,0.9062,0.0576,0.3530,0.974
0.003818077,0.9108,0.0581,0.3565,0.980
0.004183616,0.9084,0.0581,0.3605,0.979
0.004564616,0.9062,0.0586,0.3651,0.979
0.005026462,0.9043,0.0619,0.3703,0.979
0.005462077,0.9040,0.0661,0.3695,0.979
0.005859616,0.9064,0.0679,0.3651,0.980
0.006215385,0.9082,0.0686,0.3610,0.980
0.010535923,0.9131,0.0663,0.3576,0.983
0.012010693,0.9169,0.0658,0.3525,0.985
0.01258,0.9162,0.0656,0.3478,0.982
0.019382385,0.9155,0.0670,0.3449,0.981
0.020062154,0.9164,0.0661,0.3385,0.979
0.020454693,0.9206,0.0654,0.3348,0.982
0.035475308,0.9208,0.0639,0.3339,0.982
0.036290154,0.9199,0.0598,0.3356,0.981
0.036580847,0.9208,0.0600,0.3383,0.983
0.036910154,0.9211,0.0602,0.3388,0.983
0.037205231,0.9206,0.0612,0.3380,0.983
0.037465231,0.9192,0.0600,0.3383,0.981
0.037729847,0.9157,0.0623,0.3363,0.978
0.04353877,0.9169,0.0624,0.3365,0.979
0.044204847,0.9180,0.0617,0.3412,0.981
0.045854462,0.9199,0.0595,0.3424,0.983
0.047811308,0.9252,0.0590,0.3421,0.988
0.050566462,0.9282,0.0568,0.3483,0.993
0.054297154,0.9309,0.0570,0.3578,0.999
0.05519777,0.9355,0.0593,0.3668,1.007
0.058236847,0.9387,0.0623,0.3714,1.011
0.061064616,0.9387,0.0635,0.3712,1.011
0.06286577,0.9360,0.0644,0.3681,1.008
0.06587877,0.9264,0.0688,0.3703,1.000
0.06791777,0.9174,0.0732,0.3719,0.993
0.070979077,0.9201,0.0728,0.3761,0.997
0.073138154,0.9236,0.0698,0.3776,1.000
0.076488,0.9255,0.0637,0.3776,1.002
0.078118385,0.9274,0.0598,0.3735,1.002
0.080983308,0.9287,0.0595,0.3710,1.002
0.083803616,0.9269,0.0578,0.3656,0.998
0.085552923,0.9252,0.0566,0.3630,0.995
0.088390462,0.9243,0.0566,0.3576,0.993
0.090734462,0.9257,0.0546,0.3497,0.991
0.094121462,0.9282,0.0525,0.3439,0.991
0.095631077,0.9287,0.0514,0.3383,0.990
0.107305847,0.9287,0.0509,0.3339,0.988
0.108027923,0.9260,0.0507,0.3336,0.986
0.108357231,0.9255,0.0500,0.3319,0.985
0.10864177,0.9233,0.0525,0.3341,0.983
0.108981847,0.9211,0.0527,0.3339,0.981
0.110508616,0.9220,0.0532,0.3288,0.980
0.113525231,0.9216,0.0530,0.3299,0.980
0.116727923,0.9223,0.0554,0.3276,0.980
0.118920539,0.9250,0.0578,0.3280,0.983
0.133247693,0.9269,0.0581,0.3372,0.988
0.133975077,0.9264,0.0568,0.3478,0.991
0.134367616,0.9262,0.0566,0.3553,0.994
0.134773462,0.9282,0.0549,0.3642,0.999
0.135110462,0.9262,0.0542,0.3707,0.999
0.135443385,0.9287,0.0544,0.3788,1.004
0.135758154,0.9304,0.0566,0.3819,1.007
0.138431308,0.9316,0.0554,0.3819,1.008
0.141206154,0.9313,0.0561,0.3810,1.008
0.143628847,0.9306,0.0551,0.3793,1.006
0.146519077,0.9294,0.0527,0.3768,1.004
0.148439,0.9331,0.0527,0.3759,1.007
0.150683308,0.9372,0.0500,0.3719,1.010
0.15430277,0.9399,0.0483,0.3673,1.010
0.155940539,0.9397,0.0497,0.3675,1.010
0.15868,0.9378,0.0512,0.3710,1.010
0.161519308,0.9360,0.0530,0.3710,1.008
0.163583923,0.9345,0.0539,0.3705,1.007
0.166252847,0.9323,0.0544,0.3693,1.004
0.168677231,0.9313,0.0576,0.3670,1.003
0.171420616,0.9316,0.0558,0.3586,1.000
0.174295923,0.9301,0.0554,0.3534,0.997
0.17734577,0.9289,0.0554,0.3514,0.995
0.178700847,0.9292,0.0568,0.3497,0.994
0.183516616,0.9321,0.0566,0.3460,0.996
0.185650693,0.9316,0.0574,0.3468,0.996
0.186333539,0.9316,0.0607,0.3446,0.995
0.188539308,0.9316,0.0619,0.3437,0.995
0.191871308,0.9321,0.0647,0.3407,0.995
0.194140923,0.9292,0.0656,0.3412,0.992
0.196450693,0.9267,0.0630,0.3446,0.991
0.206911693,0.9255,0.0642,0.3463,0.990
0.207907385,0.9262,0.0612,0.3460,0.991
0.208439,0.9250,0.0630,0.3460,0.990
0.208953154,0.9264,0.0649,0.3470,0.991
0.209600539,0.9236,0.0663,0.3493,0.990
0.211630154,0.9236,0.0666,0.3527,0.991
0.214667616,0.9272,0.0668,0.3521,0.994
0.217096539,0.9272,0.0681,0.3490,0.993
0.219136923,0.9304,0.0668,0.3493,0.996
0.234204923,0.9321,0.0651,0.3481,0.997
0.235210154,0.9353,0.0632,0.3495,1.000
0.235876,0.9348,0.0624,0.3507,1.000
0.23643777,0.9382,0.0630,0.3556,1.005
0.237095308,0.9367,0.0647,0.3590,1.005
0.237819,0.9334,0.0673,0.3626,1.004
0.238497462,0.9313,0.0679,0.3688,1.004
0.239220616,0.9331,0.0686,0.3742,1.008
0.242515693,0.9345,0.0683,0.3773,1.010
0.248544231,0.9382,0.0656,0.3810,1.015
0.249710693,0.9390,0.0658,0.3807,1.015
0.250335308,0.9372,0.0663,0.3800,1.014
0.251989539,0.9375,0.0637,0.3771,1.012
0.254569539,0.9336,0.0607,0.3756,1.008
0.257154693,0.9336,0.0595,0.3744,1.008
0.259467077,0.9350,0.0593,0.3737,1.009
0.262193231,0.9369,0.0581,0.3771,1.012
0.264147308,0.9367,0.0551,0.3812,1.013
0.266897847,0.9323,0.0566,0.3840,1.010
0.269569154,0.9282,0.0563,0.3881,1.008
0.272010385,0.9255,0.0578,0.3924,1.007
0.274890462,0.9218,0.0588,0.4001,1.007
0.277609847,0.9206,0.0624,0.4047,1.008
0.279574462,0.9216,0.0656,0.4020,1.008
0.282376231,0.9245,0.0658,0.4005,1.010
0.285391,0.9280,0.0658,0.3935,1.010
0.287066385,0.9272,0.0656,0.3844,1.006
0.290768308,0.9285,0.0639,0.3735,1.003
0.291832,0.9285,0.0607,0.3632,0.999
0.294645539,0.9304,0.0602,0.3556,0.998
0.297583308,0.9321,0.0590,0.3495,0.997
0.303313847,0.9313,0.0556,0.3458,0.995
0.30447877,0.9318,0.0568,0.3432,0.995
0.30527477,0.9345,0.0556,0.3488,0.999
0.308619923,0.9292,0.0549,0.3521,0.995
0.309758154,0.9252,0.0551,0.3561,0.993
0.328138154,0.9211,0.0583,0.3626,0.992
0.329551385,0.9194,0.0632,0.3737,0.994
0.330245462,0.9206,0.0619,0.3852,1.000
0.33077777,0.9201,0.0642,0.3977,1.004
0.331297539,0.9184,0.0703,0.4159,1.011
0.331826385,0.9171,0.0705,0.4201,1.011
0.332346693,0.9216,0.0668,0.4223,1.016
0.332957462,0.9277,0.0619,0.4220,1.021
0.33357077,0.9301,0.0558,0.4187,1.022
0.335659077,0.9311,0.0512,0.4118,1.019
0.337686077,0.9316,0.0495,0.4020,1.016
0.340228231,0.9274,0.0502,0.3954,1.009
0.342598693,0.9264,0.0473,0.3923,1.007
0.345014385,0.9225,0.0446,0.3866,1.001
0.347635385,0.9220,0.0432,0.3773,0.997
0.350240539,0.9223,0.0432,0.3646,0.993
0.352859693,0.9257,0.0402,0.3574,0.993
0.356050077,0.9301,0.0363,0.3512,0.995
0.357987077,0.9362,0.0351,0.3421,0.997
0.359979077,0.9485,0.0353,0.3309,1.005
0.363756308,0.9527,0.0400,0.3146,1.004
0.366095693,0.9546,0.0439,0.2980,1.001
0.368481539,0.9578,0.0449,0.2848,1.000
0.369697154,0.9558,0.0444,0.2789,0.997
0.373358154,0.9560,0.0412,0.2718,0.995
0.375279693,0.9504,0.0393,0.2726,0.989
0.377780616,0.9455,0.0414,0.2728,0.985
0.381760847,0.9431,0.0453,0.2713,0.982
0.383551308,0.9448,0.0473,0.2750,0.985
0.386153462,0.9483,0.0481,0.2759,0.989
0.388756539,0.9502,0.0507,0.2745,0.990
0.390160616,0.9495,0.0542,0.2731,0.989
0.392756847,0.9541,0.0534,0.2689,0.993
0.395201462,0.9521,0.0525,0.2596,0.988
0.398273847,0.9504,0.0542,0.2437,0.983
0.400914385,0.9516,0.0532,0.2239,0.979
0.402916231,0.9565,0.0456,0.2044,0.979
0.405368231,0.9651,0.0348,0.1816,0.983
0.407911693,0.9721,0.0280,0.1538,0.985
0.410809462,0.9841,0.0180,0.1228,0.992
0.423711693,0.9966,0.0153,0.0888,1.001
0.424932539,1.0007,0.0094,0.0793,1.004
0.425584616,1.0079,0.0043,0.0646,1.010
0.426141154,1.0076,0.0109,0.0634,1.010
0.426656,1.0061,0.0151,0.0686,1.009
0.427207,1.0066,0.0192,0.0754,1.010
0.427692616,1.0063,0.0223,0.0847,1.010
0.431451616,1.0071,0.0314,0.0844,1.011
0.444123385,1.0144,0.0319,0.0837,1.018
0.445409539,1.0203,0.0365,0.0868,1.025
0.446008231,1.0186,0.0476,0.0863,1.023
0.446547077,1.0144,0.0576,0.0842,1.019
0.447055616,1.0084,0.0668,0.0819,1.014
0.447553539,0.9981,0.0712,0.0807,1.004
0.448103077,0.9912,0.0717,0.0788,0.997
0.451029539,0.9902,0.0656,0.0737,0.995
0.452959923,0.9812,0.0681,0.0737,0.986
0.457243923,0.9739,0.0681,0.0807,0.980
