time,gFx,gFy,gFz,TgF
0.003208538,0.9809,-0.0574,0.1543,0.995
0.003651,0.9817,-0.0559,0.1541,0.995
0.004013846,0.9846,-0.0584,0.1543,0.998
0.004520231,0.9841,-0.0589,0.1523,0.998
0.004891384,0.9846,-0.0594,0.1506,0.998
0.005328923,0.9830,-0.0603,0.1494,0.996
0.011244923,0.9837,-0.0613,0.1487,0.997
0.011814692,0.9825,-0.0635,0.1467,0.995
0.012289769,0.9830,-0.0645,0.1452,0.996
0.020286692,0.9807,-0.0650,0.1462,0.994
0.020777461,0.9825,-0.0667,0.1452,0.995
0.021243077,0.9834,-0.0669,0.1416,0.996
0.021634769,0.9827,-0.0677,0.1408,0.995
0.028378692,0.9817,-0.0664,0.1418,0.994
0.028888923,0.9795,-0.0659,0.1433,0.992
0.029277154,0.9783,-0.0691,0.1469,0.992
0.031814461,0.9778,-0.0696,0.1513,0.992
0.045735384,0.9758,-0.0687,0.1533,0.990
0.046150384,0.9770,-0.0703,0.1513,0.991
0.046518154,0.9773,-0.0718,0.1436,0.990
0.046901154,0.9778,-0.0718,0.1411,0.990
0.047259615,0.9795,-0.0711,0.1392,0.992
0.047705154,0.9788,-0.0711,0.1411,0.991
0.059528231,0.9781,-0.0701,0.1431,0.991
0.060315384,0.9795,-0.0694,0.1436,0.992
0.060724307,0.9802,-0.0701,0.1436,0.993
0.061123077,0.9819,-0.0708,0.1489,0.996
0.061514461,0.9837,-0.0696,0.1506,0.998
0.061845461,0.9874,-0.0696,0.1533,1.002
0.067219384,0.9876,-0.0699,0.1543,1.002
0.067712846,0.9807,-0.0699,0.1480,0.994
0.069669846,0.9785,-0.0667,0.1494,0.992
0.075459692,0.9800,-0.0596,0.1518,0.993
0.076424846,0.9825,-0.0559,0.1575,0.997
0.083640846,0.9841,-0.0557,0.1587,0.998
0.084326384,0.9865,-0.0584,0.1585,1.001
0.084768231,0.9865,-0.0599,0.1567,1.001
0.085175307,0.9883,-0.0610,0.1529,1.002
0.087594769,0.9919,-0.0618,0.1492,1.005
0.090274692,0.9919,-0.0643,0.1448,1.005
0.093172538,0.9895,-0.0626,0.1396,1.001
0.094472846,0.9863,-0.0606,0.1359,0.997
0.097820231,0.9856,-0.0599,0.1326,0.996
0.099931923,0.9844,-0.0566,0.1324,0.995
0.102727615,0.9821,-0.0569,0.1326,0.993
0.104605461,0.9812,-0.0587,0.1308,0.992
0.107070769,0.9805,-0.0591,0.1303,0.991
0.110332615,0.9821,-0.0635,0.1308,0.993
0.113167077,0.9841,-0.0671,0.1315,0.995
0.114997461,0.9814,-0.0662,0.1296,0.992
0.117006461,0.9793,-0.0667,0.1289,0.990
0.119737461,0.9770,-0.0671,0.1282,0.988
0.122390461,0.9746,-0.0662,0.1289,0.985
0.133688,0.9756,-0.0635,0.1301,0.986
0.134139692,0.9776,-0.0618,0.1326,0.988
0.13444,0.9788,-0.0633,0.1348,0.990
0.134742692,0.9797,-0.0645,0.1359,0.991
0.135015692,0.9797,-0.0638,0.1364,0.991
