time,gFx,gFy,gFz,TgF
0.001523693,0.4179,-0.2343,-0.8778,1.000
0.002071077,0.4166,-0.2338,-0.8756,0.997
0.002480616,0.4147,-0.2323,-0.8714,0.993
0.002865923,0.4068,-0.2233,-0.8709,0.987
0.003321846,0.4091,-0.2282,-0.8705,0.989
0.009676693,0.4156,-0.2369,-0.8683,0.991
0.009957,0.4198,-0.2423,-0.8661,0.993
0.01769877,0.4210,-0.2411,-0.8665,0.993
0.018094231,0.4166,-0.2404,-0.8653,0.990
0.018262154,0.4137,-0.2357,-0.8674,0.989
0.018418154,0.4135,-0.2308,-0.8695,0.990
0.027404923,0.4135,-0.2301,-0.8695,0.990
0.027880616,0.4168,-0.2306,-0.8665,0.989
0.028097846,0.4184,-0.2304,-0.8644,0.988
0.028275462,0.4195,-0.2329,-0.8621,0.987
0.030389846,0.4188,-0.2331,-0.8639,0.988
0.037335462,0.4163,-0.2331,-0.8677,0.990
0.037785846,0.4161,-0.2343,-0.8695,0.992
0.037995154,0.4174,-0.2343,-0.8717,0.994
0.040757923,0.4174,-0.2325,-0.8726,0.995
0.047941923,0.4188,-0.2353,-0.8775,1.000
0.048295693,0.4191,-0.2353,-0.8800,1.003
0.048473308,0.4181,-0.2331,-0.8814,1.003
0.050831077,0.4176,-0.2323,-0.8817,1.003
0.053351154,0.4159,-0.2323,-0.8783,0.999
0.055475154,0.4163,-0.2336,-0.8798,1.001
0.058078154,0.4166,-0.2338,-0.8800,1.001
0.060780077,0.4179,-0.2348,-0.8773,1.000
0.063489846,0.4176,-0.2360,-0.8768,0.999
0.066293923,0.4166,-0.2345,-0.8778,1.000
0.068448616,0.4166,-0.2374,-0.8749,0.998
0.070592385,0.4179,-0.2360,-0.8709,0.994
0.072957539,0.4191,-0.2355,-0.8726,0.996
0.07583977,0.4193,-0.2362,-0.8702,0.994
0.07831077,0.4184,-0.2360,-0.8695,0.993
0.080577539,0.4186,-0.2331,-0.8683,0.992
0.082953616,0.4186,-0.2345,-0.8663,0.990
0.085822231,0.4223,-0.2343,-0.8641,0.990
0.088545616,0.4200,-0.2331,-0.8629,0.988
0.090660077,0.4212,-0.2325,-0.8600,0.985
0.093583154,0.4219,-0.2329,-0.8595,0.985
0.095636923,0.4203,-0.2357,-0.8600,0.986
0.098103077,0.4195,-0.2343,-0.8646,0.989
0.101529231,0.4168,-0.2353,-0.8670,0.990
0.103348616,0.4171,-0.2353,-0.8681,0.991
0.106489,0.4186,-0.2348,-0.8676,0.991
0.109010539,0.4163,-0.2350,-0.8693,0.992
0.118176923,0.4174,-0.2362,-0.8683,0.992
0.118869616,0.4166,-0.2338,-0.8690,0.992
0.119171385,0.4147,-0.2338,-0.8707,0.992
0.119577,0.4149,-0.2341,-0.8685,0.991
0.12100677,0.4149,-0.2343,-0.8690,0.991
0.124034231,0.4142,-0.2341,-0.8677,0.990
0.126131693,0.4127,-0.2338,-0.8676,0.989
0.128927385,0.4117,-0.2338,-0.8726,0.993
0.132705231,0.4119,-0.2341,-0.8758,0.996
0.144632308,0.4127,-0.2348,-0.8790,0.999
0.145309308,0.4119,-0.2355,-0.8817,1.001
0.145713308,0.4135,-0.2365,-0.8849,1.005
0.14611877,0.4144,-0.2380,-0.8895,1.010
0.146459462,0.4151,-0.2369,-0.8927,1.013
0.146847385,0.4163,-0.2377,-0.8930,1.014
0.151907693,0.4174,-0.2365,-0.8937,1.014
0.152628,0.4176,-0.2355,-0.8937,1.014
0.154625846,0.4151,-0.2333,-0.8932,1.012
0.159512308,0.4166,-0.2345,-0.8910,1.011
0.160351385,0.4186,-0.2345,-0.8891,1.010
0.161705616,0.4193,-0.2325,-0.8858,1.007
0.163871077,0.4195,-0.2329,-0.8839,1.006
0.167433616,0.4191,-0.2329,-0.8832,1.005
0.169656385,0.4215,-0.2304,-0.8819,1.004
0.171342539,0.4219,-0.2296,-0.8805,1.003
0.174398154,0.4224,-0.2294,-0.8763,1.000
0.176555077,0.4223,-0.2287,-0.8749,0.998
0.179662462,0.4224,-0.2287,-0.8732,0.997
0.181750462,0.4215,-0.2299,-0.8702,0.994
0.184457231,0.4217,-0.2287,-0.8674,0.991
0.187222154,0.4235,-0.2289,-0.8632,0.988
0.190230539,0.4193,-0.2292,-0.8627,0.986
0.191392616,0.4198,-0.2287,-0.8616,0.985
0.194408923,0.4186,-0.2285,-0.8619,0.985
0.197297308,0.4184,-0.2311,-0.8661,0.989
0.20117577,0.4174,-0.2325,-0.8714,0.994
0.20887077,0.4174,-0.2333,-0.8756,0.998
0.209546154,0.4179,-0.2343,-0.8742,0.997
0.210004693,0.4198,-0.2353,-0.8717,0.996
0.210360923,0.4223,-0.2341,-0.8697,0.995
0.212498846,0.4219,-0.2345,-0.8677,0.993
0.214420385,0.4224,-0.2343,-0.8651,0.991
0.216879693,0.4215,-0.2338,-0.8639,0.989
0.219956308,0.4237,-0.2318,-0.8625,0.988
0.231954462,0.4230,-0.2318,-0.8625,0.988
0.232780693,0.4235,-0.2301,-0.8573,0.983
0.233193308,0.4254,-0.2301,-0.8556,0.983
0.233563385,0.4279,-0.2304,-0.8534,0.982
