time,gFx,gFy,gFz,TgF
0.002065231,0.9387,0.0427,0.2198,0.965
0.002687384,0.9421,0.0414,0.2186,0.968
0.003181769,0.9434,0.0412,0.2188,0.969
0.003615,0.9438,0.0412,0.2202,0.970
0.004014154,0.9431,0.0414,0.2266,0.971
0.015264307,0.9436,0.0419,0.2356,0.973
0.016096923,0.9458,0.0434,0.2447,0.978
0.016783,0.9529,0.0461,0.2484,0.986
0.017208923,0.9543,0.0468,0.2515,0.988
0.017620615,0.9580,0.0465,0.2528,0.992
0.018041538,0.9588,0.0486,0.2554,0.993
0.025639384,0.9588,0.0486,0.2582,0.994
0.026525231,0.9623,0.0486,0.2598,0.998
0.027008923,0.9626,0.0483,0.2606,0.998
0.031657231,0.9646,0.0397,0.2481,0.997
0.032567,0.9639,0.0295,0.2328,0.992
0.033125846,0.9619,0.0383,0.2423,0.993
0.035286769,0.9616,0.0446,0.2564,0.996
0.040531692,0.9602,0.0490,0.2720,0.999
0.041378769,0.9597,0.0505,0.2794,1.001
0.042526461,0.9604,0.0517,0.2801,1.002
0.045044,0.9634,0.0476,0.2701,1.002
0.047816308,0.9680,0.0441,0.2591,1.003
0.051813769,0.9704,0.0390,0.2486,1.002
0.053870077,0.9695,0.0348,0.2393,0.999
0.055037846,0.9665,0.0329,0.2335,0.995
0.058114692,0.9629,0.0316,0.2235,0.989
0.060698461,0.9626,0.0302,0.2214,0.988
0.063376615,0.9621,0.0300,0.2202,0.987
0.066483077,0.9572,0.0314,0.2173,0.982
0.068076231,0.9553,0.0316,0.2083,0.978
0.070028846,0.9518,0.0292,0.2009,0.973
0.079387615,0.9527,0.0302,0.2070,0.975
0.080376923,0.9516,0.0326,0.2156,0.976
0.080782384,0.9497,0.0329,0.2130,0.974
0.081620923,0.9467,0.0309,0.2110,0.970
0.083552,0.9465,0.0290,0.2166,0.971
0.089748,0.9462,0.0321,0.2254,0.973
0.090417846,0.9487,0.0312,0.2328,0.977
0.100508846,0.9470,0.0309,0.2366,0.977
0.102547384,0.9474,0.0280,0.2364,0.977
0.103132923,0.9465,0.0292,0.2384,0.977
0.103564538,0.9492,0.0319,0.2437,0.980
0.103915308,0.9518,0.0321,0.2481,0.984
0.104474769,0.9516,0.0339,0.2510,0.985
0.113981231,0.9531,0.0356,0.2515,0.986
0.114899308,0.9548,0.0363,0.2515,0.988
0.115337769,0.9516,0.0358,0.2508,0.985
0.115730384,0.9543,0.0381,0.2528,0.988
0.116137769,0.9543,0.0372,0.2557,0.989
0.118566154,0.9553,0.0407,0.2633,0.992
0.120349769,0.9541,0.0424,0.2671,0.992
0.122918769,0.9539,0.0458,0.2671,0.992
0.127768538,0.9541,0.0519,0.2696,0.993
0.129055077,0.9516,0.0586,0.2713,0.991
0.130209154,0.9536,0.0647,0.2710,0.993
0.133541154,0.9536,0.0663,0.2694,0.993
0.135154384,0.9570,0.0658,0.2650,0.995
0.139056846,0.9572,0.0670,0.2606,0.994
0.141923615,0.9567,0.0663,0.2547,0.992
0.143085769,0.9536,0.0656,0.2481,0.987
0.148146154,0.9504,0.0686,0.2435,0.983
0.148972538,0.9492,0.0693,0.2405,0.982
0.157786384,0.9474,0.0695,0.2489,0.982
0.158734384,0.9446,0.0705,0.2584,0.982
0.159229461,0.9411,0.0700,0.2664,0.981
0.159674077,0.9406,0.0707,0.2722,0.982
0.161945461,0.9431,0.0675,0.2764,0.985
0.163519615,0.9455,0.0651,0.2775,0.988
0.166937231,0.9474,0.0626,0.2831,0.991
0.168967384,0.9478,0.0614,0.2838,0.991
0.174878769,0.9465,0.0614,0.2811,0.989
0.175555615,0.9480,0.0623,0.2762,0.989
0.176016,0.9485,0.0632,0.2767,0.990
0.178138692,0.9487,0.0610,0.2808,0.991
0.181015923,0.9509,0.0602,0.2845,0.994
0.186686077,0.9527,0.0626,0.2860,0.997
0.187432231,0.9541,0.0639,0.2850,0.998
0.189062077,0.9541,0.0624,0.2862,0.998
0.190976538,0.9553,0.0626,0.2908,1.001
0.194154077,0.9558,0.0642,0.2899,1.001
0.195707,0.9551,0.0647,0.2901,1.000
0.198126154,0.9558,0.0661,0.2938,1.002
0.202391923,0.9563,0.0656,0.2955,1.003
0.203991384,0.9580,0.0663,0.2997,1.006
0.208491615,0.9595,0.0705,0.3062,1.010
0.209280231,0.9607,0.0728,0.3109,1.012
0.211745769,0.9621,0.0722,0.3111,1.014
0.214171923,0.9653,0.0732,0.3129,1.017
0.217045231,0.9626,0.0735,0.3134,1.015
0.219265846,0.9653,0.0717,0.3111,1.017
0.221300846,0.9646,0.0712,0.3069,1.015
0.223298692,0.9634,0.0724,0.3041,1.013
0.226271077,0.9614,0.0717,0.3011,1.010
0.229115,0.9614,0.0710,0.2945,1.008
