time,gFx,gFy,gFz,TgF
0.001789615,0.9668,-0.1029,0.1963,0.992
0.002364615,0.9680,-0.1074,0.2025,0.995
0.002768,0.9697,-0.1111,0.2065,0.998
0.007682461,0.9716,-0.1129,0.2119,1.001
0.008306846,0.9732,-0.1155,0.2142,1.003
0.008924923,0.9707,-0.1170,0.2170,1.002
0.010167077,0.9716,-0.1176,0.2179,1.003
0.01910623,0.9712,-0.1127,0.2202,1.002
0.026489307,0.9690,-0.1090,0.2202,1.000
0.027373307,0.9702,-0.1116,0.2219,1.002
0.027845538,0.9668,-0.1129,0.2237,0.999
0.028285,0.9658,-0.1129,0.2235,0.998
0.028792692,0.9656,-0.1143,0.2273,0.999
0.029198846,0.9629,-0.1151,0.2288,0.996
0.031543384,0.9663,-0.1160,0.2298,1.000
0.033114538,0.9663,-0.1172,0.2332,1.001
0.034736,0.9658,-0.1178,0.2352,1.001
0.038529538,0.9653,-0.1188,0.2366,1.001
0.04307823,0.9668,-0.1192,0.2384,1.003
0.04361823,0.9658,-0.1188,0.2388,1.002
0.045003154,0.9665,-0.1219,0.2374,1.003
0.048386846,0.9660,-0.1219,0.2364,1.002
0.051192692,0.9668,-0.1219,0.2366,1.003
0.061602769,0.9653,-0.1163,0.2344,1.000
0.062416384,0.9611,-0.1083,0.2291,0.994
0.06285023,0.9585,-0.1118,0.2212,0.990
0.063230846,0.9572,-0.1158,0.2144,0.988
0.06361823,0.9570,-0.1216,0.2144,0.988
0.066094461,0.9585,-0.1253,0.2224,0.992
0.071111692,0.9626,-0.1272,0.2256,0.997
0.071956384,0.9675,-0.1278,0.2242,1.001
0.07298523,0.9678,-0.1288,0.2222,1.001
0.082919384,0.9685,-0.1292,0.2207,1.002
0.083684692,0.9712,-0.1268,0.2175,1.003
0.084165846,0.9709,-0.1234,0.2175,1.003
0.084607384,0.9690,-0.1148,0.2181,1.000
0.08512,0.9658,-0.1109,0.2191,0.997
0.089624692,0.9619,-0.1118,0.2188,0.993
0.090362154,0.9611,-0.1143,0.2210,0.993
0.09404,0.9644,-0.1148,0.2242,0.997
0.095243692,0.9653,-0.1131,0.2259,0.998
0.099050846,0.9675,-0.1151,0.2279,1.001
0.100568307,0.9660,-0.1151,0.2251,0.999
0.106573307,0.9683,-0.1158,0.2191,0.999
0.107170538,0.9668,-0.1158,0.2166,0.998
0.109430846,0.9646,-0.1172,0.2161,0.995
0.110156692,0.9636,-0.1167,0.2166,0.994
0.112626846,0.9646,-0.1176,0.2173,0.996
0.115253846,0.9634,-0.1170,0.2161,0.994
0.117803461,0.9623,-0.1167,0.2149,0.993
0.120872384,0.9634,-0.1163,0.2151,0.994
0.124227077,0.9629,-0.1151,0.2137,0.993
0.125400077,0.9636,-0.1131,0.2102,0.993
0.131621923,0.9623,-0.1155,0.2081,0.991
0.132124692,0.9623,-0.1134,0.2056,0.991
0.133651692,0.9629,-0.1127,0.2034,0.991
0.135210538,0.9644,-0.1136,0.2037,0.992
0.139425,0.9660,-0.1131,0.2041,0.994
0.142658461,0.9658,-0.1121,0.2053,0.994
0.143274846,0.9663,-0.1127,0.2100,0.995
0.145351077,0.9646,-0.1143,0.2114,0.994
0.14946123,0.9639,-0.1153,0.2149,0.994
0.150320615,0.9641,-0.1136,0.2158,0.994
0.154248692,0.9644,-0.1109,0.2179,0.995
0.155443154,0.9660,-0.1109,0.2200,0.997
0.15844523,0.9660,-0.1129,0.2207,0.997
0.160437,0.9690,-0.1129,0.2205,1.000
0.16312923,0.9692,-0.1131,0.2239,1.001
0.173442538,0.9680,-0.1131,0.2249,1.000
0.174292,0.9670,-0.1118,0.2232,0.999
0.174730154,0.9665,-0.1107,0.2244,0.998
0.175123461,0.9668,-0.1114,0.2266,0.999
0.175541538,0.9668,-0.1141,0.2256,0.999
0.188815077,0.9670,-0.1153,0.2268,1.000
0.189496692,0.9690,-0.1165,0.2307,1.003
0.189904077,0.9716,-0.1172,0.2347,1.006
0.19032,0.9716,-0.1192,0.2340,1.006
0.190717615,0.9716,-0.1219,0.2281,1.005
0.191102461,0.9719,-0.1204,0.2232,1.004
0.194123692,0.9707,-0.1209,0.2191,1.002
0.196170769,0.9688,-0.1192,0.2195,1.000
0.20081023,0.9658,-0.1188,0.2175,0.997
0.203116307,0.9658,-0.1183,0.2144,0.996
0.204751384,0.9639,-0.1195,0.2081,0.993
0.207025,0.9636,-0.1195,0.2051,0.992
0.208203077,0.9619,-0.1188,0.2063,0.991
0.212099461,0.9619,-0.1185,0.2098,0.992
0.21442623,0.9636,-0.1197,0.2076,0.993
0.218218769,0.9636,-0.1178,0.2037,0.992
0.219647077,0.9616,-0.1172,0.2058,0.990
0.222103077,0.9583,-0.1163,0.2117,0.988
0.223793307,0.9570,-0.1143,0.2139,0.987
0.229833538,0.9578,-0.1151,0.2124,0.988
0.230577307,0.9599,-0.1148,0.2149,0.990
0.231,0.9614,-0.1146,0.2175,0.992
0.233756615,0.9614,-0.1134,0.2219,0.993
0.236119154,0.9629,-0.1151,0.2256,0.996
0.239103077,0.9644,-0.1146,0.2249,0.997
0.241686154,0.9634,-0.1146,0.2230,0.995
0.244457,0.9609,-0.1148,0.2219,0.993
0.246625615,0.9604,-0.1155,0.2273,0.994
0.248834538,0.9611,-0.1136,0.2347,0.996
0.251858846,0.9602,-0.1155,0.2417,0.997
0.258215692,0.9619,-0.1170,0.2454,1.000
0.258892,0.9626,-0.1188,0.2503,1.002
0.259313,0.9639,-0.1190,0.2508,1.003
0.261831692,0.9658,-0.1209,0.2528,1.006
0.264426538,0.9648,-0.1195,0.2528,1.004
0.274821538,0.9646,-0.1214,0.2559,1.005
0.275603077,0.9632,-0.1219,0.2549,1.004
0.276064615,0.9623,-0.1219,0.2517,1.002
0.281787461,0.9588,-0.1190,0.2515,0.998
0.282743154,0.9565,-0.1185,0.2564,0.997
0.283175077,0.9578,-0.1163,0.2628,1.000
0.283657307,0.9585,-0.1180,0.2699,1.003
0.284091384,0.9588,-0.1199,0.2750,1.005
0.288343461,0.9597,-0.1204,0.2750,1.006
0.291508307,0.9639,-0.1207,0.2706,1.008
0.292050154,0.9656,-0.1204,0.2706,1.010
0.294142538,0.9668,-0.1197,0.2679,1.010
0.297027154,0.9665,-0.1202,0.2659,1.010
0.299826846,0.9663,-0.1209,0.2542,1.006
0.303637538,0.9623,-0.1163,0.2374,0.998
0.304229538,0.9560,-0.1116,0.2219,0.988
0.31087323,0.9551,-0.1090,0.2142,0.985
0.311732307,0.9553,-0.1099,0.2037,0.983
0.312125307,0.9592,-0.1107,0.2095,0.988
0.314215154,0.9616,-0.1134,0.2212,0.993
0.316936384,0.9621,-0.1165,0.2247,0.995
0.320157538,0.9680,-0.1172,0.2249,1.001
0.322162461,0.9690,-0.1178,0.2249,1.002
0.324261307,0.9695,-0.1163,0.2259,1.002
0.326571077,0.9700,-0.1146,0.2256,1.002
0.329424307,0.9697,-0.1139,0.2251,1.002
0.332602154,0.9672,-0.1111,0.2288,1.000
0.335364307,0.9658,-0.1099,0.2310,0.999
0.336476077,0.9658,-0.1095,0.2322,0.999
