time,gFx,gFy,gFz,TgF
0.001154462,0.9609,-0.0909,0.2582,0.999
0.001828385,0.9611,-0.0916,0.2566,0.999
0.002349231,0.9614,-0.0913,0.2554,0.999
0.002792693,0.9614,-0.0926,0.2625,1.001
0.006007077,0.9607,-0.0938,0.2606,1.000
0.010355693,0.9560,-0.0955,0.2561,0.994
0.010905846,0.9548,-0.0975,0.2573,0.994
0.012524,0.9536,-0.1011,0.2613,0.994
0.013556,0.9534,-0.1021,0.2606,0.994
0.018574846,0.9534,-0.1036,0.2617,0.994
0.019230539,0.9534,-0.1062,0.2596,0.994
0.025721308,0.9560,-0.1060,0.2606,0.997
0.026199077,0.9576,-0.1065,0.2603,0.998
0.026483385,0.9567,-0.1048,0.2582,0.996
0.041399077,0.9539,-0.1070,0.2584,0.994
0.041946462,0.9531,-0.1050,0.2591,0.993
0.042189539,0.9514,-0.1046,0.2573,0.991
0.042420616,0.9541,-0.1041,0.2566,0.993
0.04265977,0.9527,-0.1043,0.2564,0.992
0.042899693,0.9523,-0.1026,0.2582,0.992
0.049153923,0.9541,-0.1029,0.2557,0.993
0.049655462,0.9572,-0.1011,0.2571,0.996
0.049902462,0.9576,-0.0975,0.2603,0.997
0.051941846,0.9585,-0.0985,0.2615,0.998
0.055930846,0.9580,-0.0980,0.2603,0.998
0.056876308,0.9567,-0.0999,0.2642,0.998
0.059046539,0.9551,-0.0994,0.2682,0.997
0.061704,0.9555,-0.1024,0.2664,0.997
0.064455077,0.9548,-0.1048,0.2589,0.995
0.067737846,0.9531,-0.1041,0.2535,0.992
0.069327385,0.9521,-0.1038,0.2510,0.990
0.071241846,0.9518,-0.1060,0.2537,0.991
0.07447977,0.9527,-0.1070,0.2589,0.993
0.076837846,0.9536,-0.1073,0.2606,0.994
0.079120308,0.9548,-0.1062,0.2617,0.996
0.081327077,0.9543,-0.1050,0.2622,0.995
0.084215462,0.9521,-0.1038,0.2645,0.994
0.086646539,0.9539,-0.1018,0.2657,0.995
0.089060077,0.9539,-0.1021,0.2659,0.996
0.091536077,0.9546,-0.1002,0.2650,0.996
0.093997308,0.9570,-0.0990,0.2657,0.998
0.097484308,0.9597,-0.0992,0.2664,1.001
0.099296,0.9609,-0.1002,0.2689,1.003
0.101824693,0.9599,-0.0999,0.2689,1.002
0.104886231,0.9614,-0.0994,0.2701,1.004
0.106886231,0.9602,-0.0962,0.2715,1.002
0.115688693,0.9602,-0.0972,0.2701,1.002
0.116181539,0.9621,-0.0990,0.2682,1.004
0.116599462,0.9621,-0.1009,0.2666,1.003
0.11801077,0.9602,-0.1018,0.2652,1.001
0.124810539,0.9583,-0.1021,0.2647,0.999
0.125586231,0.9604,-0.1034,0.2638,1.001
0.125958539,0.9576,-0.1026,0.2606,0.998
0.127908077,0.9570,-0.1009,0.2622,0.997
0.130227154,0.9548,-0.0987,0.2640,0.996
0.131908308,0.9543,-0.1002,0.2638,0.995
0.135119462,0.9511,-0.0969,0.2635,0.992
0.137128385,0.9529,-0.0978,0.2645,0.994
0.141067693,0.9531,-0.0985,0.2633,0.994
0.142461616,0.9534,-0.0980,0.2617,0.993
0.144341923,0.9541,-0.0985,0.2625,0.994
0.149211077,0.9548,-0.0980,0.2620,0.995
0.149736077,0.9523,-0.0975,0.2601,0.992
0.152216616,0.9502,-0.0990,0.2598,0.990
0.154448077,0.9480,-0.0997,0.2591,0.988
