time,gFx,gFy,gFz,TgF
9.55308E-4,0.3292,-0.0484,-0.9331,0.991
0.001278462,0.3292,-0.0498,-0.9340,0.992
0.001508923,0.3311,-0.0503,-0.9338,0.992
0.007002154,0.3323,-0.0471,-0.9331,0.992
0.007628308,0.3352,-0.0466,-0.9326,0.992
0.009422154,0.3387,-0.0482,-0.9274,0.988
0.010722462,0.3357,-0.0457,-0.9259,0.986
0.019836308,0.3313,-0.0445,-0.9220,0.981
0.020400539,0.3304,-0.0435,-0.9173,0.976
0.020715615,0.3336,-0.0445,-0.9159,0.976
0.020928615,0.3336,-0.0454,-0.9171,0.977
0.023005154,0.3338,-0.0430,-0.9176,0.977
0.026252923,0.3336,-0.0410,-0.9171,0.977
0.028344,0.3331,-0.0398,-0.9201,0.979
0.030731,0.3323,-0.0391,-0.9222,0.981
0.033539,0.3329,-0.0393,-0.9257,0.985
0.042127923,0.3264,-0.0373,-0.9264,0.983
0.042767308,0.3274,-0.0386,-0.9238,0.981
0.043335692,0.3280,-0.0389,-0.9189,0.976
0.043688539,0.3296,-0.0408,-0.9173,0.976
0.048298692,0.3304,-0.0415,-0.9149,0.974
0.052095385,0.3313,-0.0426,-0.9133,0.972
0.052524,0.3320,-0.0433,-0.9157,0.975
0.060091308,0.3301,-0.0420,-0.9184,0.977
0.060678154,0.3182,-0.0359,-0.9215,0.976
0.060946769,0.3257,-0.0393,-0.9245,0.981
0.061217846,0.3360,-0.0430,-0.9296,0.989
0.063353154,0.3399,-0.0469,-0.9384,0.999
0.065941231,0.3409,-0.0489,-0.9459,1.007
0.069438769,0.3411,-0.0491,-0.9499,1.010
0.070969769,0.3385,-0.0471,-0.9492,1.009
0.073614077,0.3380,-0.0479,-0.9455,1.005
0.076002077,0.3352,-0.0476,-0.9408,1.000
0.078657231,0.3320,-0.0449,-0.9357,0.994
0.083239077,0.3262,-0.0433,-0.9301,0.987
0.083852923,0.3245,-0.0410,-0.9274,0.983
0.086744231,0.3294,-0.0433,-0.9271,0.985
0.089045769,0.3394,-0.0452,-0.9318,0.993
0.092224231,0.3438,-0.0482,-0.9391,1.001
0.093778692,0.3462,-0.0454,-0.9433,1.006
0.096508231,0.3465,-0.0464,-0.9480,1.010
0.099369846,0.3426,-0.0447,-0.9508,1.012
0.103542077,0.3413,-0.0466,-0.9489,1.009
0.104148923,0.3387,-0.0454,-0.9469,1.007
0.106041846,0.3357,-0.0442,-0.9428,1.002
0.108654385,0.3338,-0.0410,-0.9377,0.996
0.111594692,0.3301,-0.0393,-0.9328,0.990
0.114143308,0.3301,-0.0384,-0.9331,0.990
0.116991692,0.3329,-0.0393,-0.9315,0.990
0.118709539,0.3331,-0.0401,-0.9340,0.992
0.121370385,0.3311,-0.0381,-0.9369,0.994
0.123867,0.3287,-0.0373,-0.9396,0.996
0.126324846,0.3304,-0.0359,-0.9394,0.996
0.131000846,0.3294,-0.0391,-0.9406,0.997
0.144168846,0.3292,-0.0417,-0.9408,0.998
0.145018462,0.3277,-0.0420,-0.9403,0.997
0.145445846,0.3250,-0.0430,-0.9394,0.995
0.145839308,0.3208,-0.0445,-0.9331,0.988
0.146251923,0.3233,-0.0442,-0.9286,0.984
0.146709539,0.3280,-0.0449,-0.9259,0.983
0.150225539,0.3267,-0.0440,-0.9254,0.982
0.150901231,0.3267,-0.0415,-0.9266,0.983
0.151565539,0.3289,-0.0408,-0.9286,0.986
0.166452846,0.3277,-0.0377,-0.9298,0.987
0.167439385,0.3284,-0.0384,-0.9310,0.988
0.167843923,0.3282,-0.0379,-0.9326,0.989
0.168245539,0.3250,-0.0391,-0.9320,0.988
0.168707692,0.3238,-0.0415,-0.9338,0.989
0.169118385,0.3211,-0.0403,-0.9318,0.986
0.169523,0.3213,-0.0403,-0.9282,0.983
0.174255077,0.3225,-0.0408,-0.9294,0.985
0.175956308,0.3196,-0.0415,-0.9313,0.986
0.177556231,0.3213,-0.0417,-0.9382,0.993
0.179221769,0.3220,-0.0447,-0.9396,0.994
0.182078077,0.3250,-0.0473,-0.9431,0.999
0.184308846,0.3267,-0.0473,-0.9433,0.999
0.186611077,0.3260,-0.0466,-0.9428,0.999
0.189637154,0.3233,-0.0449,-0.9418,0.997
0.192533462,0.3245,-0.0428,-0.9369,0.992
0.194610385,0.3243,-0.0420,-0.9394,0.995
0.197234385,0.3223,-0.0413,-0.9394,0.994
0.200361769,0.3245,-0.0422,-0.9406,0.996
0.201980615,0.3284,-0.0426,-0.9399,0.997
0.204676231,0.3306,-0.0437,-0.9389,0.996
0.207145846,0.3287,-0.0445,-0.9379,0.995
0.209748846,0.3106,-0.0379,-0.9354,0.986
0.212707077,0.3223,-0.0426,-0.9245,0.980
0.214904615,0.3289,-0.0459,-0.9262,0.984
0.217278154,0.3343,-0.0482,-0.9303,0.990
0.220080308,0.3352,-0.0437,-0.9387,0.998
0.223856,0.3338,-0.0408,-0.9420,1.000
0.226125154,0.3329,-0.0408,-0.9408,0.999
0.229854385,0.3336,-0.0389,-0.9377,0.996
0.230495308,0.3320,-0.0398,-0.9354,0.993
0.235183385,0.3320,-0.0398,-0.9338,0.992
0.235794154,0.3320,-0.0408,-0.9352,0.993
0.245049846,0.3331,-0.0420,-0.9364,0.995
0.245928231,0.3329,-0.0420,-0.9389,0.997
0.246336308,0.3338,-0.0447,-0.9424,1.001
0.246729462,0.3333,-0.0442,-0.9426,1.001
0.249107692,0.3348,-0.0464,-0.9447,1.003
0.263249231,0.3360,-0.0464,-0.9413,1.001
0.264269769,0.3336,-0.0454,-0.9354,0.994
0.264734462,0.3308,-0.0433,-0.9326,0.990
0.265121539,0.3292,-0.0426,-0.9286,0.986
0.265524923,0.3292,-0.0405,-0.9252,0.983
0.265972923,0.3287,-0.0428,-0.9254,0.983
0.266429462,0.3264,-0.0435,-0.9259,0.983
0.272379077,0.3257,-0.0447,-0.9291,0.986
0.273020616,0.3262,-0.0433,-0.9308,0.987
0.273431308,0.3269,-0.0447,-0.9296,0.986
0.275409846,0.3257,-0.0449,-0.9291,0.986
0.277329539,0.3267,-0.0428,-0.9320,0.989
0.280131077,0.3243,-0.0426,-0.9369,0.992
0.285878077,0.3260,-0.0435,-0.9406,0.996
0.286802462,0.3264,-0.0454,-0.9424,0.998
0.287665846,0.3262,-0.0457,-0.9445,1.000
0.29016,0.3292,-0.0469,-0.9450,1.002
0.292768846,0.3274,-0.0469,-0.9476,1.004
0.294866385,0.3274,-0.0449,-0.9489,1.005
0.297658769,0.3277,-0.0479,-0.9484,1.005
0.299973154,0.3294,-0.0484,-0.9480,1.005
0.303968539,0.3287,-0.0484,-0.9482,1.005
