time,gFx,gFy,gFz,TgF
0.001698692,0.9609,-0.0107,0.3026,1.007
0.002420231,0.9585,-0.0127,0.3018,1.005
0.002878384,0.9572,-0.0124,0.3031,1.004
0.003264923,0.9548,-0.0127,0.3041,1.002
0.003619692,0.9502,-0.0110,0.3062,0.998
0.004293461,0.9455,-0.0117,0.3087,0.995
0.008905154,0.9424,-0.0098,0.3075,0.991
0.019477846,0.9387,-0.0073,0.3080,0.988
0.020084231,0.9390,-0.0073,0.3082,0.988
0.020503,0.9343,-0.0070,0.3085,0.984
0.020904,0.9345,-0.0088,0.3090,0.984
0.021288615,0.9357,-0.0100,0.3062,0.985
0.022168231,0.9353,-0.0095,0.3045,0.984
0.040422077,0.9343,-0.0098,0.3021,0.982
0.041167923,0.9323,-0.0098,0.3036,0.981
0.041620307,0.9341,-0.0068,0.3038,0.982
0.041981154,0.9338,-0.0073,0.3016,0.981
0.042459692,0.9355,-0.0058,0.2982,0.982
0.042828307,0.9378,-0.0095,0.2960,0.983
0.043189461,0.9382,-0.0095,0.2980,0.984
0.043559692,0.9385,-0.0105,0.3013,0.986
0.049950384,0.9416,-0.0095,0.3018,0.989
0.050903077,0.9429,-0.0086,0.3026,0.990
0.051346077,0.9438,-0.0130,0.3043,0.992
0.052388307,0.9404,-0.0342,0.3018,0.988
0.055262384,0.9539,-0.0323,0.2972,1.000
0.057255384,0.9565,-0.0181,0.3258,1.011
0.059892231,0.9595,-0.0056,0.3402,1.018
0.063280923,0.9658,-0.0014,0.3348,1.022
0.066875384,0.9724,-0.0058,0.3211,1.024
0.067410077,0.9788,-0.0098,0.3065,1.026
0.069826154,0.9768,-0.0147,0.3050,1.023
0.072413461,0.9675,-0.0171,0.3092,1.016
0.074941538,0.9570,-0.0217,0.3162,1.008
0.077331307,0.9541,-0.0225,0.3251,1.008
0.080768231,0.9485,-0.0219,0.3353,1.006
0.083255307,0.9495,-0.0225,0.3332,1.006
0.087119923,0.9527,-0.0217,0.3277,1.008
0.087693154,0.9551,-0.0212,0.3211,1.008
0.090973769,0.9543,-0.0207,0.3170,1.006
0.092615692,0.9514,-0.0217,0.3134,1.002
0.104751077,0.9521,-0.0219,0.3094,1.001
0.105568615,0.9495,-0.0222,0.3031,0.997
0.106113538,0.9480,-0.0235,0.3001,0.995
0.106548,0.9485,-0.0232,0.2945,0.993
0.106969846,0.9462,-0.0249,0.2894,0.990
0.123543307,0.9446,-0.0232,0.2869,0.987
0.124162077,0.9434,-0.0230,0.2876,0.987
0.124554769,0.9414,-0.0217,0.2880,0.985
0.124922077,0.9424,-0.0203,0.2896,0.986
0.125366461,0.9406,-0.0203,0.2908,0.985
0.125764231,0.9372,-0.0225,0.2918,0.982
0.126305769,0.9365,-0.0237,0.2916,0.981
0.126695615,0.9350,-0.0249,0.2899,0.979
0.130353538,0.9355,-0.0247,0.2899,0.980
0.130987384,0.9372,-0.0259,0.2916,0.982
0.132545154,0.9411,-0.0298,0.2929,0.986
0.135160231,0.9434,-0.0323,0.2916,0.988
0.137552615,0.9480,-0.0347,0.2925,0.993
0.140121846,0.9518,-0.0359,0.2950,0.997
0.142444231,0.9578,-0.0371,0.2977,1.004
0.144925154,0.9614,-0.0366,0.2999,1.008
0.147432,0.9660,-0.0379,0.3065,1.014
0.150180846,0.9648,-0.0352,0.3062,1.013
0.152429231,0.9680,-0.0352,0.3048,1.015
0.154863077,0.9665,-0.0337,0.3045,1.014
0.164003077,0.9656,-0.0324,0.3031,1.013
0.165223923,0.9634,-0.0310,0.3034,1.010
