time,gFx,gFy,gFz,TgF
0.001928692,0.9653,-0.0909,0.2701,1.007
0.002693,0.9665,-0.0894,0.2731,1.008
0.003304615,0.9680,-0.0923,0.2757,1.011
0.003929615,0.9678,-0.0911,0.2784,1.011
0.004338538,0.9648,-0.0906,0.2803,1.009
0.008441538,0.9636,-0.0936,0.2803,1.008
0.009362846,0.9651,-0.0969,0.2769,1.009
0.011606231,0.9651,-0.1009,0.2733,1.008
0.014195384,0.9690,-0.1043,0.2715,1.012
0.022368307,0.9739,-0.1087,0.2775,1.018
0.022719692,0.9688,-0.1062,0.2708,1.012
0.022917,0.9599,-0.1009,0.2613,1.000
0.023740923,0.9560,-0.0962,0.2596,0.995
0.026679692,0.9534,-0.0967,0.2576,0.992
0.035829231,0.9567,-0.0957,0.2596,0.996
0.036826154,0.9590,-0.0967,0.2630,0.999
0.037358154,0.9602,-0.0929,0.2645,1.000
0.037777307,0.9607,-0.0904,0.2694,1.002
0.040095769,0.9623,-0.0901,0.2710,1.004
0.045949923,0.9595,-0.0897,0.2713,1.001
0.046650538,0.9597,-0.0892,0.2710,1.001
0.047178846,0.9595,-0.0899,0.2713,1.001
0.049283154,0.9607,-0.0913,0.2757,1.004
0.051958846,0.9619,-0.0906,0.2755,1.005
0.054595384,0.9607,-0.0913,0.2755,1.004
0.057853538,0.9656,-0.0918,0.2733,1.008
0.059722461,0.9678,-0.0796,0.2764,1.010
0.070327769,0.9874,-0.0794,0.2824,1.030
0.071193538,0.9858,-0.1095,0.2836,1.032
0.07162,0.9462,-0.1074,0.2743,0.991
0.071993231,0.9220,-0.0931,0.2625,0.963
0.072378769,0.9282,-0.0767,0.2573,0.966
0.090174846,0.9462,-0.0664,0.2701,0.986
0.091013307,0.9570,-0.0615,0.2828,1.000
0.091532384,0.9621,-0.0659,0.2826,1.005
0.091922769,0.9623,-0.0794,0.2713,1.003
0.092441923,0.9580,-0.0882,0.2650,0.998
0.093074538,0.9560,-0.0916,0.2691,0.997
0.093483692,0.9511,-0.0897,0.2750,0.994
0.093888307,0.9458,-0.0836,0.2747,0.988
0.096659384,0.9462,-0.0820,0.2706,0.988
0.097357307,0.9487,-0.0841,0.2708,0.990
0.099535384,0.9506,-0.0848,0.2738,0.993
0.102472307,0.9523,-0.0857,0.2782,0.996
0.104761846,0.9529,-0.0845,0.2815,0.997
0.107990538,0.9616,-0.0760,0.2864,1.006
0.109848923,0.9685,-0.0950,0.2843,1.014
0.112213231,0.9553,-0.1009,0.2803,1.001
0.114585615,0.9385,-0.0936,0.2801,0.984
0.117784077,0.9406,-0.0867,0.2808,0.985
0.119611384,0.9504,-0.0872,0.2855,0.996
0.122535384,0.9565,-0.0892,0.2933,1.004
0.125008615,0.9595,-0.0960,0.2936,1.008
0.128324615,0.9583,-0.1018,0.2892,1.006
0.129565615,0.9553,-0.1074,0.2876,1.003
0.131960307,0.9548,-0.1116,0.2892,1.004
0.135845231,0.9531,-0.1148,0.2933,1.004
0.138869846,0.9511,-0.1148,0.2969,1.003
0.139536923,0.9480,-0.1158,0.2941,0.999
0.142176615,0.9458,-0.1158,0.2931,0.997
0.144838538,0.9409,-0.1160,0.2911,0.992
0.147038461,0.9387,-0.1176,0.2871,0.989
0.150329,0.9382,-0.1176,0.2836,0.987
0.152467077,0.9365,-0.1204,0.2794,0.985
0.155328077,0.9380,-0.1216,0.2745,0.985
0.157974846,0.9387,-0.1192,0.2694,0.984
