time,gFx,gFy,gFz,TgF
5.88615E-4,0.9614,0.0683,0.3218,1.016
8.89846E-4,0.9632,0.0679,0.3216,1.018
0.001096308,0.9588,0.0695,0.3187,1.013
0.003569615,0.9576,0.0691,0.3146,1.010
0.006560615,0.9588,0.0688,0.3116,1.010
0.012352,0.9580,0.0688,0.3111,1.010
0.012712385,0.9565,0.0722,0.3090,1.008
0.013913308,0.9558,0.0722,0.3075,1.007
0.016129,0.9536,0.0744,0.3078,1.005
0.018707154,0.9511,0.0761,0.3055,1.002
0.021897539,0.9490,0.0776,0.3038,0.999
0.023740308,0.9455,0.0773,0.2999,0.995
0.026357539,0.9438,0.0781,0.2936,0.991
0.029303769,0.9424,0.0763,0.2862,0.988
0.031315077,0.9385,0.0773,0.2813,0.983
0.034332077,0.9382,0.0779,0.2757,0.981
0.036522769,0.9360,0.0781,0.2726,0.978
0.04156,0.9338,0.0761,0.2694,0.975
0.049368308,0.9323,0.0763,0.2715,0.974
0.049964,0.9309,0.0754,0.2718,0.973
0.050239769,0.9282,0.0773,0.2715,0.970
0.050473,0.9269,0.0781,0.2684,0.968
0.054204616,0.9243,0.0791,0.2699,0.966
0.054649846,0.9236,0.0786,0.2740,0.967
0.056602231,0.9257,0.0798,0.2813,0.971
0.059078769,0.9250,0.0803,0.2869,0.972
0.061795692,0.9285,0.0828,0.2933,0.977
0.064603077,0.9321,0.0849,0.2982,0.982
0.069211154,0.9345,0.0886,0.3026,0.986
0.069589231,0.9369,0.0920,0.3062,0.990
0.071466154,0.9369,0.0928,0.3080,0.991
0.074097539,0.9378,0.0949,0.3104,0.992
0.081623385,0.9406,0.0979,0.3126,0.996
0.082171385,0.9406,0.0986,0.3090,0.995
0.082475692,0.9443,0.0947,0.3045,0.997
0.084925923,0.9478,0.0905,0.3043,1.000
0.086932077,0.9506,0.0893,0.3043,1.002
0.089533923,0.9485,0.0905,0.3038,1.000
0.092105308,0.9506,0.0905,0.3038,1.002
0.095325539,0.9490,0.0896,0.3018,1.000
0.106449,0.9470,0.0912,0.3013,0.998
0.106977923,0.9467,0.0928,0.2994,0.997
0.107263077,0.9470,0.0915,0.3004,0.998
0.107617616,0.9527,0.0912,0.2992,1.003
0.107866769,0.9548,0.0884,0.3004,1.005
0.109698539,0.9546,0.0874,0.3001,1.004
0.112122154,0.9548,0.0861,0.2985,1.004
0.114315462,0.9588,0.0852,0.2992,1.008
0.117257923,0.9595,0.0854,0.2982,1.008
0.119176077,0.9580,0.0861,0.2997,1.007
0.122207385,0.9592,0.0868,0.2969,1.008
0.125074769,0.9609,0.0856,0.2901,1.007
0.126768077,0.9572,0.0859,0.2820,1.002
0.131848692,0.9558,0.0849,0.2769,0.999
0.132277,0.9560,0.0820,0.2715,0.997
0.134296616,0.9539,0.0830,0.2687,0.994
0.136736308,0.9506,0.0859,0.2689,0.992
0.139229923,0.9487,0.0861,0.2731,0.991
0.142073231,0.9441,0.0879,0.2747,0.987
0.144301923,0.9438,0.0910,0.2794,0.988
0.146986846,0.9426,0.0933,0.2820,0.988
0.149429923,0.9409,0.0947,0.2820,0.987
0.152790462,0.9399,0.0954,0.2843,0.987
0.154427154,0.9399,0.0935,0.2887,0.988
0.157026539,0.9397,0.0937,0.2953,0.989
0.159250539,0.9397,0.0937,0.2987,0.990
0.162496308,0.9355,0.0928,0.3018,0.987
0.164917,0.9331,0.0917,0.3021,0.985
0.167112616,0.9345,0.0891,0.3055,0.987
0.170106154,0.9341,0.0898,0.3045,0.987
0.171992077,0.9350,0.0910,0.3045,0.988
0.174892077,0.9360,0.0905,0.3021,0.988
0.177279385,0.9375,0.0874,0.2985,0.988
0.179674769,0.9392,0.0871,0.2938,0.988
0.182219385,0.9406,0.0861,0.2925,0.989
0.193495692,0.9438,0.0844,0.2896,0.991
0.194365923,0.9470,0.0830,0.2882,0.993
0.194762539,0.9490,0.0830,0.2869,0.995
0.195111385,0.9514,0.0810,0.2852,0.997
0.195662769,0.9518,0.0808,0.2836,0.996
0.198346769,0.9539,0.0805,0.2843,0.999
0.232598539,0.9531,0.0786,0.2845,0.998
0.233326462,0.9541,0.0776,0.2826,0.998
0.233742462,0.9563,0.0776,0.2845,1.001
0.234087769,0.9576,0.0744,0.2857,1.002
0.234507692,0.9558,0.0719,0.2852,1.000
0.234878462,0.9563,0.0719,0.2852,1.001
0.235205846,0.9546,0.0719,0.2799,0.997
0.235721231,0.9499,0.0728,0.2755,0.992
0.236075077,0.9536,0.0681,0.2710,0.994
0.236458539,0.9534,0.0658,0.2657,0.992
0.236798462,0.9531,0.0658,0.2603,0.990
0.237143692,0.9518,0.0705,0.2528,0.987
0.237677231,0.9499,0.0722,0.2471,0.984
0.238061846,0.9523,0.0747,0.2445,0.986
0.238449539,0.9553,0.0763,0.2423,0.988
0.238803692,0.9578,0.0744,0.2405,0.990
0.252109308,0.9555,0.0735,0.2417,0.988
0.252925308,0.9536,0.0763,0.2440,0.987
0.253443077,0.9492,0.0822,0.2464,0.984
0.253954462,0.9483,0.0847,0.2517,0.985
0.254454769,0.9480,0.0871,0.2557,0.986
0.254917231,0.9480,0.0896,0.2591,0.987
0.255572308,0.9490,0.0920,0.2652,0.990
0.257912692,0.9467,0.0952,0.2703,0.989
0.261912,0.9467,0.0977,0.2782,0.992
0.262778231,0.9462,0.0991,0.2831,0.993
0.266439692,0.9467,0.1022,0.2916,0.996
0.268521308,0.9478,0.1022,0.2964,0.998
0.270528308,0.9483,0.1033,0.2997,1.000
0.272678231,0.9460,0.1033,0.3009,0.998
0.279884077,0.9467,0.1028,0.3011,0.999
0.280965846,0.9483,0.1003,0.3009,1.000
0.281545308,0.9465,0.0961,0.2977,0.997
0.285050231,0.9460,0.0942,0.2931,0.995
0.304916,0.9465,0.0901,0.2929,0.995
0.305702539,0.9480,0.0874,0.2911,0.995
0.306089923,0.9490,0.0861,0.2899,0.996
0.306426231,0.9480,0.0820,0.2864,0.994
0.306762846,0.9453,0.0828,0.2799,0.989
0.307085,0.9429,0.0849,0.2731,0.985
0.307498462,0.9414,0.0849,0.2647,0.982
0.307844616,0.9418,0.0840,0.2596,0.981
0.308208616,0.9453,0.0800,0.2576,0.983
0.308570846,0.9485,0.0759,0.2598,0.986
0.313136077,0.9511,0.0763,0.2582,0.988
0.314832077,0.9506,0.0754,0.2571,0.988
0.315513616,0.9534,0.0756,0.2571,0.990
0.320470231,0.9536,0.0766,0.2559,0.990
0.321176,0.9502,0.0779,0.2584,0.988
0.330532308,0.9509,0.0810,0.2615,0.990
0.332445308,0.9516,0.0822,0.2640,0.991
0.332900923,0.9534,0.0835,0.2671,0.994
0.333405923,0.9514,0.0871,0.2706,0.993
0.3338,0.9509,0.0879,0.2731,0.993
0.336176077,0.9506,0.0874,0.2752,0.993
0.338344923,0.9534,0.0884,0.2782,0.997
0.343045,0.9527,0.0917,0.2826,0.998
0.345412385,0.9527,0.0924,0.2894,1.000
0.346608923,0.9541,0.0971,0.2945,1.003
